Area Abbreviation,Y1961,Y1962,Y1963,Y1964,Y1965,Y1966,Y1967,Y1968,Y1969,Y1970,Y1971,Y1972,Y1973,Y1974,Y1975,Y1976,Y1977,Y1978,Y1979,Y1980,Y1981,Y1982,Y1983,Y1984,Y1985,Y1986,Y1987,Y1988,Y1989,Y1990,Y1991,Y1992,Y1993,Y1994,Y1995,Y1996,Y1997,Y1998,Y1999,Y2000,Y2001,Y2002,Y2003,Y2004,Y2005,Y2006,Y2007,Y2008,Y2009,Y2010,Y2011,Y2012,Y2013
NCL,141000.0,143000.0,147000.0,151000.0,166000.0,168000.0,158000.0,169000.0,174000.0,201000.0,214000.0,212000.0,218000.0,221000.0,207000.0,210000.0,215000.0,205000.0,218000.0,233000.0,228000.0,235000.0,240000.0,236000.0,228000.0,242000.0,245000.0,236000.0,245000.0,243000.0,249000.0,250000.0,259000.0,268000.0,267000.0,295000.0,293000.0,308000.0,291000.0,288000.0,327000.0,326000.0,347000.0,362000.0,369000.0,355000.0,379000.0,368000.0,381000.0,386000.0,405000.0,413000,418000
NZL,7625000.0,7805000.0,7786000.0,7853000.0,7952000.0,8341000.0,7923000.0,8525000.0,8691000.0,8658000.0,8517000.0,8384000.0,8637000.0,8527000.0,8336000.0,8559000.0,8295000.0,8236000.0,7646000.0,7884000.0,7982000.0,8441000.0,8186000.0,8812000.0,8990000.0,8989000.0,9259000.0,9021000.0,8669000.0,9247000.0,8848000.0,8285000.0,9104000.0,9618000.0,9824000.0,10343000.0,9467000.0,8835000.0,9113000.0,9097000.0,9473000.0,9345000.0,9360000.0,9705000.0,9766000.0,10131000.0,10394000.0,10894000.0,10588000.0,10647000.0,10881000.0,10945000,11071000
NIC,1503000.0,1562000.0,1632000.0,1730000.0,1804000.0,1867000.0,1960000.0,2112000.0,2204000.0,2301000.0,2280000.0,2259000.0,2444000.0,2465000.0,2582000.0,2679000.0,2893000.0,2834000.0,2700000.0,2401000.0,2541000.0,2645000.0,2612000.0,2900000.0,2967000.0,3082000.0,2994000.0,2913000.0,2859000.0,2613000.0,2758000.0,2943000.0,2907000.0,2952000.0,2951000.0,2992000.0,3066000.0,3377000.0,3734000.0,3737000.0,4067000.0,4278000.0,4340000.0,4414000.0,4512000.0,4636000.0,4865000.0,4919000.0,5002000.0,5086000.0,5323000.0,5786000,6013000
NER,2321000.0,2407000.0,2508000.0,2654000.0,2835000.0,2911000.0,3150000.0,3373000.0,3409000.0,3490000.0,3684000.0,3451000.0,3641000.0,3781000.0,3951000.0,4221000.0,4347000.0,4538000.0,4707000.0,4885000.0,5034000.0,5263000.0,5434000.0,5243000.0,5122000.0,5244000.0,5437000.0,5841000.0,5955000.0,6663000.0,6338000.0,6566000.0,6682000.0,6935000.0,7273000.0,7696000.0,8162000.0,8824000.0,9067000.0,10214000.0,10358000.0,11011000.0,11843000.0,11985000.0,12616000.0,13319000.0,14030000.0,15220000.0,15103000.0,16051000.0,16362000.0,18036000,17840000
NGA,49852000.0,51688000.0,53314000.0,54525000.0,55542000.0,55251000.0,58112000.0,59716000.0,64368000.0,71888000.0,67379000.0,62661000.0,66654000.0,69913000.0,74493000.0,73058000.0,74091000.0,76162000.0,76975000.0,80524000.0,82126000.0,85369000.0,79421000.0,84130000.0,88433000.0,94113000.0,97933000.0,105796000.0,114453000.0,123542000.0,143524000.0,154838000.0,163872000.0,168625000.0,174843000.0,177779000.0,183924000.0,191588000.0,195305000.0,199382000.0,201770000.0,215594000.0,223755000.0,238685000.0,248917000.0,264276000.0,260195000.0,268276000.0,257785000.0,275614000.0,295836000.0,297791000,300923000
NOR,8996000.0,9174000.0,9233000.0,8912000.0,9398000.0,9990000.0,8892000.0,9444000.0,9674000.0,10425000.0,10051000.0,10533000.0,10804000.0,10942000.0,9824000.0,10542000.0,10754000.0,10917000.0,10888000.0,11552000.0,11476000.0,11671000.0,11528000.0,11400000.0,11660000.0,11855000.0,12493000.0,11969000.0,12580000.0,11733000.0,12178000.0,12819000.0,13035000.0,13702000.0,13461000.0,13476000.0,14303000.0,13585000.0,13593000.0,13952000.0,14152000.0,13846000.0,14370000.0,15024000.0,14873000.0,14877000.0,15400000.0,16586000.0,16033000.0,15117000.0,15435000.0,15321000,15228000
OMN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2231000.0,2451000.0,2568000.0,2636000.0,2851000.0,3100000.0,2750000.0,2569000.0,2931000.0,3188000.0,3133000.0,3291000.0,3316000.0,3509000.0,3595000.0,3689000.0,3812000.0,4050000.0,4231000.0,4693000.0,5045000.0,5217000.0,5948000,6297000
PAK,34742000.0,37208000.0,38055000.0,40845000.0,43917000.0,42528000.0,43750000.0,44147000.0,49300000.0,51365000.0,51903000.0,53159000.0,54275000.0,56048000.0,55865000.0,58114000.0,61675000.0,63490000.0,64176000.0,64242000.0,67647000.0,72157000.0,73336000.0,78894000.0,79085000.0,83312000.0,87679000.0,89170000.0,98401000.0,100783000.0,101369000.0,108630000.0,113323000.0,119270000.0,123166000.0,135099000.0,137481000.0,141583000.0,150212000.0,152495000.0,145252000.0,145024000.0,150522000.0,155916000.0,164455000.0,167990000.0,172469000.0,175568000.0,176359000.0,179407000.0,184667000.0,187837000,190505000
PAN,1377000.0,1400000.0,1459000.0,1562000.0,1605000.0,1600000.0,1671000.0,1826000.0,1970000.0,1847000.0,2038000.0,1932000.0,2055000.0,2216000.0,2247000.0,2188000.0,2229000.0,2231000.0,2308000.0,2341000.0,2359000.0,2392000.0,2491000.0,2608000.0,2645000.0,2645000.0,2861000.0,2650000.0,2884000.0,2794000.0,2726000.0,3066000.0,2929000.0,3162000.0,3251000.0,3450000.0,3331000.0,3559000.0,3547000.0,3724000.0,3809000.0,4018000.0,4130000.0,4084000.0,4360000.0,4320000.0,4697000.0,4604000.0,4865000.0,5024000.0,5167000.0,5464000,5560000
PRY,4397000.0,4418000.0,4579000.0,5703000.0,6330000.0,6218000.0,6264000.0,5938000.0,6153000.0,7310000.0,6483000.0,5904000.0,5536000.0,6354000.0,6507000.0,7123000.0,7347000.0,8000000.0,8136000.0,7972000.0,8121000.0,8938000.0,9204000.0,9415000.0,9866000.0,10106000.0,12031000.0,12710000.0,12939000.0,11774000.0,10035000.0,10601000.0,11355000.0,11480000.0,11904000.0,11381000.0,12762000.0,12798000.0,13988000.0,11607000.0,13373000.0,16233000.0,16419000.0,18114000.0,17180000.0,15939000.0,17099000.0,14061000.0,13869000.0,14547000.0,14493000.0,11124000,15630000
PER,11359000.0,11904000.0,11821000.0,13257000.0,14027000.0,14702000.0,15371000.0,14587000.0,16294000.0,16961000.0,17617000.0,16654000.0,17449000.0,17535000.0,18741000.0,19961000.0,19348000.0,18337000.0,20710000.0,17601000.0,19078000.0,20297000.0,18286000.0,19746000.0,20107000.0,22778000.0,24351000.0,24831000.0,22728000.0,20179000.0,21488000.0,21278000.0,22151000.0,23979000.0,26065000.0,27013000.0,28269000.0,29815000.0,30474000.0,33422000.0,31298000.0,32366000.0,32566000.0,32911000.0,34729000.0,36839000.0,37787000.0,39739000.0,41330000.0,43372000.0,44030000.0,46377000,47731000
PHL,26758000.0,26938000.0,28645000.0,29560000.0,30333000.0,30522000.0,31771000.0,32814000.0,33889000.0,35020000.0,35732000.0,36459000.0,37260000.0,41467000.0,44634000.0,47501000.0,49932000.0,52687000.0,55249000.0,57275000.0,57116000.0,59603000.0,57395000.0,59503000.0,60210000.0,62320000.0,64166000.0,64714000.0,67297000.0,71293000.0,70894000.0,74097000.0,73840000.0,77979000.0,79213000.0,83969000.0,83994000.0,81725000.0,83085000.0,86581000.0,87813000.0,90899000.0,92576000.0,95929000.0,96429000.0,99379000.0,104033000.0,108248000.0,111674000.0,114106000.0,113370000.0,115340000,113186000
POL,130442000.0,118011000.0,131111000.0,133834000.0,130956000.0,140531000.0,145602000.0,150254000.0,150037000.0,152791000.0,144590000.0,162676000.0,171424000.0,170156000.0,165779000.0,168172000.0,159377000.0,168703000.0,164747000.0,135601000.0,155182000.0,136963000.0,140302000.0,148843000.0,145376000.0,153020000.0,151882000.0,150590000.0,151536000.0,149870000.0,141291000.0,123873000.0,140162000.0,124010000.0,133315000.0,132085000.0,128013000.0,138942000.0,130514000.0,131627000.0,127756000.0,119938000.0,114677000.0,119996000.0,108920000.0,105204000.0,117841000.0,114496000.0,114009000.0,111292000.0,114343000.0,113530000,110067000
PRT,12929000.0,13118000.0,14067000.0,13881000.0,14495000.0,14957000.0,16254000.0,16180000.0,16762000.0,16198000.0,17078000.0,17544000.0,17590000.0,18992000.0,19390000.0,19030000.0,19472000.0,19421000.0,18966000.0,20705000.0,21135000.0,21303000.0,21166000.0,21067000.0,23237000.0,25237000.0,25988000.0,26226000.0,26605000.0,28181000.0,27411000.0,26344000.0,27717000.0,28202000.0,28236000.0,28121000.0,28212000.0,30510000.0,30553000.0,29707000.0,30145000.0,28812000.0,28340000.0,30299000.0,28393000.0,27894000.0,29328000.0,28977000.0,28312000.0,28263000.0,28010000.0,28480000,28049000
QAT,18215000.0,19386000.0,20119000.0,23684000.0,25220000.0,25975000.0,25194000.0,28259000.0,30695000.0,32372000.0,34411000.0,36252000.0,37376000.0,38906000.0,43401000.0,47190000.0,48016000.0,52991000.0,56796000.0,53154000.0,55496000.0,56955000.0,58293000.0,59683000.0,60608000.0,63841000.0,66697000.0,69551000.0,75155000.0,72038000.0,74530000.0,79477000.0,80129000.0,77910000.0,88453000.0,86821000.0,84266000.0,80170000.0,85627000.0,87993000.0,89900000.0,89862000.0,87501000.0,88739000.0,90437000.0,90848000.0,91115000.0,94059000.0,93286000.0,93015000.0,97293000.0,96228000,97174000
MDA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11521000.0,12156000.0,10240000.0,10157000.0,9030000.0,10059000.0,8944000.0,8101000.0,8000000.0,9277000.0,7991000.0,7509000.0,7691000.0,8047000.0,8285000.0,7092000.0,7996000.0,7357000.0,7581000.0,7532000.0,6903000,7946000
ROU,36092000.0,33667000.0,35896000.0,36169000.0,37775000.0,42342000.0,42404000.0,42771000.0,43240000.0,42394000.0,47790000.0,51331000.0,53308000.0,54988000.0,55551000.0,65910000.0,67890000.0,67893000.0,71602000.0,67558000.0,65962000.0,71447000.0,71142000.0,76290000.0,74454000.0,70076000.0,66490000.0,66334000.0,64792000.0,62989000.0,60804000.0,61463000.0,59847000.0,62280000.0,61891000.0,60996000.0,61843000.0,62742000.0,64218000.0,57803000.0,62575000.0,63550000.0,68788000.0,71555000.0,68885000.0,70546000.0,65330000.0,64818000.0,61090000.0,60827000.0,66078000.0,53690000,60797000
RUS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,455486000.0,409393000.0,353898000.0,338005000.0,320115000.0,335851000.0,294507000.0,293114000.0,310241000.0,346387000.0,328948000.0,337315000.0,358233000.0,357155000.0,366983000.0,352277000.0,391224000.0,357694000.0,324189000.0,377675000.0,347165000,370913000
RWA,3915000.0,4518000.0,3915000.0,4214000.0,4458000.0,4689000.0,5564000.0,5610000.0,5985000.0,6212000.0,6337000.0,6312000.0,6572000.0,6595000.0,7151000.0,7540000.0,7812000.0,8148000.0,8571000.0,8852000.0,9198000.0,9653000.0,9729000.0,9393000.0,10138000.0,9809000.0,9897000.0,9779000.0,10821000.0,9725000.0,9948000.0,9029000.0,8430000.0,7293000.0,7579000.0,8103000.0,8484000.0,9715000.0,10779000.0,11562000.0,11866000.0,13971000.0,13432000.0,13396000.0,14021000.0,14172000.0,14262000.0,14784000.0,16214000.0,16556000.0,17342000.0,18305000,18547000
KNA,27000.0,27000.0,29000.0,29000.0,28000.0,30000.0,29000.0,29000.0,33000.0,31000.0,32000.0,34000.0,32000.0,32000.0,34000.0,33000.0,33000.0,34000.0,35000.0,36000.0,32000.0,37000.0,38000.0,39000.0,41000.0,38000.0,42000.0,42000.0,39000.0,40000.0,40000.0,38000.0,39000.0,39000.0,42000.0,42000.0,44000.0,45000.0,45000.0,48000.0,51000.0,50000.0,47000.0,48000.0,47000.0,52000.0,53000.0,51000.0,52000.0,53000.0,51000.0,54000,56000
LCA,117000.0,122000.0,122000.0,129000.0,133000.0,140000.0,138000.0,142000.0,143000.0,144000.0,152000.0,144000.0,138000.0,141000.0,140000.0,150000.0,148000.0,164000.0,171000.0,168000.0,172000.0,170000.0,181000.0,189000.0,206000.0,214000.0,217000.0,214000.0,213000.0,217000.0,238000.0,237000.0,246000.0,251000.0,253000.0,247000.0,266000.0,264000.0,219000.0,234000.0,214000.0,222000.0,224000.0,214000.0,214000.0,211000.0,218000.0,212000.0,214000.0,220000.0,230000.0,225000,229000
VCT,75000.0,75000.0,77000.0,77000.0,79000.0,83000.0,78000.0,82000.0,91000.0,98000.0,102000.0,95000.0,97000.0,93000.0,97000.0,99000.0,100000.0,102000.0,103000.0,109000.0,113000.0,115000.0,107000.0,115000.0,107000.0,118000.0,121000.0,129000.0,118000.0,116000.0,120000.0,116000.0,121000.0,110000.0,105000.0,115000.0,119000.0,112000.0,121000.0,120000.0,140000.0,151000.0,179000.0,171000.0,196000.0,205000.0,215000.0,219000.0,230000.0,228000.0,213000.0,217000,221000
WSM,157000.0,167000.0,169000.0,179000.0,181000.0,183000.0,194000.0,207000.0,213000.0,225000.0,235000.0,237000.0,242000.0,249000.0,262000.0,269000.0,266000.0,262000.0,267000.0,268000.0,273000.0,273000.0,270000.0,268000.0,274000.0,267000.0,281000.0,273000.0,254000.0,238000.0,220000.0,198000.0,201000.0,190000.0,205000.0,225000.0,238000.0,243000.0,258000.0,266000.0,276000.0,278000.0,280000.0,292000.0,295000.0,301000.0,306000.0,317000.0,321000.0,327000.0,318000.0,340000,337000
STP,82000.0,80000.0,75000.0,85000.0,81000.0,82000.0,81000.0,81000.0,86000.0,86000.0,87000.0,88000.0,86000.0,85000.0,87000.0,87000.0,89000.0,92000.0,93000.0,96000.0,95000.0,101000.0,99000.0,102000.0,109000.0,103000.0,113000.0,118000.0,124000.0,123000.0,130000.0,135000.0,143000.0,158000.0,149000.0,161000.0,177000.0,180000.0,188000.0,196000.0,203000.0,207000.0,211000.0,216000.0,222000.0,233000.0,235000.0,238000.0,246000.0,240000.0,232000.0,235000,251000
SAU,2587000.0,2707000.0,2856000.0,3014000.0,3214000.0,3485000.0,3521000.0,3725000.0,3884000.0,4175000.0,6338000.0,4863000.0,4635000.0,5440000.0,6062000.0,6654000.0,8653000.0,9874000.0,13193000.0,15007000.0,16728000.0,20682000.0,21295000.0,23851000.0,25054000.0,26397000.0,25928000.0,26071000.0,26726000.0,25488000.0,25657000.0,25857000.0,29875000.0,29978000.0,32679000.0,33479000.0,34111000.0,30955000.0,34297000.0,35550000.0,32341000.0,34507000.0,39372000.0,35119000.0,43370000.0,47044000.0,47295000.0,47164000.0,43645000.0,48330000.0,48247000.0,54535000,59594000
SEN,2428000.0,2505000.0,2769000.0,2846000.0,2867000.0,3014000.0,3109000.0,3101000.0,3105000.0,2992000.0,3033000.0,3039000.0,3318000.0,3417000.0,3546000.0,3498000.0,3540000.0,3675000.0,3774000.0,3779000.0,4058000.0,4166000.0,4246000.0,4454000.0,4619000.0,4684000.0,4769000.0,4886000.0,5061000.0,5440000.0,5422000.0,5490000.0,5838000.0,5684000.0,5929000.0,6009000.0,6199000.0,6305000.0,6586000.0,6823000.0,7001000.0,7042000.0,7937000.0,8279000.0,8255000.0,8696000.0,9163000.0,10686000.0,10194000.0,10148000.0,10000000.0,10755000,10729000
SRB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25423000.0,22473000.0,26902000.0,25401000.0,25350000.0,24799000.0,16587000,25399000
SLE,1589000.0,1641000.0,1717000.0,1763000.0,1882000.0,1981000.0,2008000.0,1967000.0,2026000.0,2100000.0,2114000.0,2120000.0,2159000.0,2144000.0,2192000.0,2165000.0,2234000.0,2276000.0,2319000.0,2413000.0,2451000.0,2472000.0,2461000.0,2459000.0,2535000.0,2576000.0,2655000.0,2671000.0,2732000.0,2779000.0,2843000.0,2865000.0,2859000.0,2932000.0,2938000.0,3087000.0,3162000.0,3084000.0,3058000.0,3070000.0,3299000.0,3519000.0,4059000.0,4783000.0,4898000.0,5357000.0,5807000.0,6057000.0,6163000.0,6863000.0,7211000.0,7607000,7946000
SVK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13515000.0,13147000.0,12974000.0,13712000.0,13142000.0,12688000.0,12362000.0,11091000.0,11663000.0,11528000.0,10945000.0,11072000.0,10654000.0,10800000.0,10484000.0,10704000.0,11147000.0,11573000.0,11819000.0,9786000,10122000
SVN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4087000.0,4454000.0,4760000.0,4842000.0,5124000.0,4998000.0,4795000.0,5092000.0,5095000.0,4773000.0,5186000.0,4683000.0,5346000.0,5182000.0,4890000.0,5009000.0,5109000.0,4901000.0,4695000.0,4652000.0,4506000,4495000
SLB,181000.0,188000.0,196000.0,205000.0,208000.0,217000.0,224000.0,227000.0,231000.0,239000.0,243000.0,248000.0,254000.0,261000.0,265000.0,278000.0,284000.0,292000.0,301000.0,313000.0,312000.0,329000.0,340000.0,348000.0,357000.0,366000.0,374000.0,382000.0,392000.0,390000.0,400000.0,416000.0,407000.0,434000.0,444000.0,459000.0,486000.0,497000.0,484000.0,507000.0,523000.0,556000.0,578000.0,596000.0,619000.0,629000.0,652000.0,683000.0,694000.0,702000.0,725000.0,718000,727000
ZAF,21922000.0,21719000.0,22989000.0,22583000.0,24666000.0,26652000.0,27255000.0,29473000.0,31122000.0,31958000.0,31912000.0,34106000.0,34981000.0,35601000.0,36770000.0,36844000.0,36921000.0,37239000.0,38275000.0,39465000.0,41397000.0,44061000.0,44708000.0,45511000.0,46342000.0,45183000.0,48474000.0,48044000.0,50042000.0,49637000.0,49858000.0,50817000.0,51439000.0,52280000.0,54058000.0,52827000.0,55007000.0,55439000.0,56393000.0,56954000.0,57445000.0,56051000.0,56462000.0,58635000.0,61232000.0,62234000.0,63688000.0,64462000.0,64731000.0,66329000.0,68329000.0,70812000,70240000
ESP,57983000.0,58728000.0,64092000.0,63547000.0,64796000.0,70248000.0,71315000.0,74617000.0,76067000.0,78177000.0,83404000.0,85289000.0,90955000.0,97978000.0,96302000.0,92870000.0,94513000.0,98947000.0,103518000.0,106473000.0,103272000.0,105492000.0,108171000.0,113349000.0,112503000.0,108995000.0,114346000.0,114625000.0,117972000.0,120074000.0,120149000.0,117991000.0,117297000.0,116546000.0,110088000.0,120240000.0,126645000.0,130147000.0,131408000.0,133017000.0,131812000.0,135708000.0,142802000.0,142711000.0,134618000.0,138483000.0,144947000.0,141519000.0,136073000.0,133940000.0,133445000.0,127967000,137594000
LKA,7507000.0,7546000.0,8002000.0,8829000.0,8756000.0,8933000.0,9745000.0,9713000.0,9699000.0,9865000.0,9599000.0,9658000.0,10314000.0,10843000.0,11676000.0,11657000.0,11850000.0,12488000.0,13973000.0,14322000.0,13334000.0,13078000.0,14443000.0,14778000.0,14346000.0,14140000.0,13872000.0,14421000.0,14429000.0,14001000.0,14222000.0,13930000.0,14039000.0,16250000.0,16035000.0,16520000.0,16739000.0,16046000.0,16787000.0,16774000.0,16904000.0,16892000.0,17034000.0,17200000.0,17453000.0,18366000.0,18485000.0,18632000.0,18923000.0,19414000.0,19811000.0,20130000,21080000
SDN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42543000,43661000
SUR,236000.0,237000.0,280000.0,295000.0,297000.0,349000.0,389000.0,381000.0,440000.0,452000.0,451000.0,445000.0,429000.0,401000.0,416000.0,421000.0,477000.0,466000.0,463000.0,535000.0,525000.0,483000.0,504000.0,523000.0,489000.0,509000.0,530000.0,535000.0,602000.0,630000.0,632000.0,639000.0,640000.0,627000.0,588000.0,594000.0,592000.0,589000.0,595000.0,589000.0,612000.0,574000.0,595000.0,627000.0,646000.0,704000.0,707000.0,735000.0,781000.0,761000.0,753000.0,722000,752000
SWZ,368000.0,374000.0,363000.0,369000.0,382000.0,401000.0,428000.0,449000.0,476000.0,504000.0,541000.0,543000.0,564000.0,614000.0,626000.0,642000.0,617000.0,644000.0,656000.0,693000.0,650000.0,648000.0,658000.0,759000.0,802000.0,781000.0,799000.0,893000.0,951000.0,937000.0,918000.0,940000.0,939000.0,951000.0,936000.0,934000.0,968000.0,996000.0,1103000.0,1191000.0,1224000.0,1223000.0,1200000.0,1301000.0,1298000.0,1184000.0,1145000.0,1156000.0,1168000.0,1223000.0,1237000.0,1275000,1383000
SWE,21329000.0,20519000.0,21241000.0,22198000.0,22087000.0,21403000.0,21892000.0,22091000.0,21852000.0,21994000.0,22293000.0,21756000.0,21672000.0,22042000.0,22685000.0,22967000.0,22936000.0,23319000.0,23784000.0,24069000.0,23969000.0,24340000.0,24161000.0,24966000.0,24154000.0,24100000.0,23991000.0,24029000.0,24504000.0,24271000.0,23511000.0,23707000.0,24404000.0,24661000.0,24414000.0,24832000.0,25143000.0,24751000.0,24746000.0,24414000.0,24469000.0,24834000.0,24928000.0,25203000.0,24218000.0,23504000.0,24649000.0,25508000.0,25255000.0,23938000.0,25578000.0,25908000,26656000
CHE,15972000.0,16889000.0,16917000.0,17018000.0,17274000.0,17767000.0,19114000.0,18056000.0,18810000.0,18574000.0,18862000.0,18365000.0,18911000.0,19061000.0,18997000.0,18819000.0,18855000.0,19781000.0,19936000.0,20044000.0,20429000.0,20842000.0,19990000.0,20467000.0,20091000.0,19630000.0,19174000.0,19995000.0,19864000.0,19433000.0,19426000.0,19653000.0,19248000.0,18803000.0,18881000.0,19410000.0,18627000.0,18487000.0,17311000.0,18287000.0,17911000.0,17905000.0,17445000.0,17597000.0,17391000.0,17447000.0,18540000.0,19146000.0,18897000.0,19135000.0,20266000.0,19477000,19550000
TJK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5550000.0,5655000.0,5126000.0,5023000.0,4428000.0,4367000.0,4380000.0,4746000.0,4830000.0,5193000.0,5584000.0,6215000.0,6765000.0,7805000.0,8457000.0,8836000.0,9620000.0,10641000.0,11380000.0,11968000.0,13353000,14092000
THA,20574000.0,21850000.0,23444000.0,24234000.0,24848000.0,26750000.0,26060000.0,27940000.0,30930000.0,31522000.0,31723000.0,31114000.0,37937000.0,40787000.0,43785000.0,43837000.0,44244000.0,47176000.0,46486000.0,45472000.0,48191000.0,43024000.0,45025000.0,44767000.0,47498000.0,45831000.0,47448000.0,53444000.0,54650000.0,55743000.0,59352000.0,68062000.0,68369000.0,75415000.0,79117000.0,82146000.0,81247000.0,84361000.0,82954000.0,91625000.0,89099000.0,91861000.0,93550000.0,92894000.0,93559000.0,95697000.0,99359000.0,99705000.0,95325000.0,97400000.0,97751000.0,103867000,102057000
TLS,394000.0,399000.0,394000.0,392000.0,404000.0,433000.0,432000.0,451000.0,479000.0,470000.0,468000.0,464000.0,495000.0,514000.0,526000.0,528000.0,541000.0,547000.0,552000.0,537000.0,546000.0,555000.0,560000.0,590000.0,595000.0,598000.0,608000.0,624000.0,622000.0,599000.0,642000.0,689000.0,735000.0,754000.0,747000.0,682000.0,686000.0,615000.0,671000.0,673000.0,702000.0,751000.0,766000.0,767000.0,759000.0,754000.0,769000.0,765000.0,811000.0,794000.0,793000.0,838000,855000
TGO,1673000.0,1721000.0,1712000.0,1821000.0,1899000.0,1963000.0,2076000.0,2067000.0,2088000.0,2150000.0,2225000.0,2286000.0,2309000.0,2235000.0,2258000.0,2236000.0,2173000.0,2378000.0,2544000.0,2589000.0,2652000.0,2622000.0,2502000.0,2660000.0,2929000.0,2822000.0,2719000.0,3035000.0,3214000.0,3594000.0,3299000.0,3239000.0,3504000.0,3773000.0,3831000.0,3900000.0,4150000.0,4233000.0,4345000.0,4493000.0,4465000.0,4612000.0,4856000.0,4912000.0,4967000.0,5190000.0,5351000.0,5456000.0,5708000.0,5913000.0,6040000.0,6362000,6681000
TTO,747000.0,792000.0,829000.0,889000.0,912000.0,939000.0,970000.0,955000.0,1074000.0,1067000.0,1115000.0,1128000.0,1157000.0,1195000.0,1237000.0,1296000.0,1407000.0,1449000.0,1522000.0,1677000.0,1650000.0,1705000.0,1718000.0,1746000.0,1734000.0,1767000.0,1689000.0,1495000.0,1411000.0,1394000.0,1536000.0,1469000.0,1394000.0,1354000.0,1401000.0,1393000.0,1406000.0,1493000.0,1441000.0,1503000.0,1619000.0,1618000.0,1547000.0,1576000.0,1577000.0,1716000.0,1642000.0,1750000.0,1648000.0,1683000.0,1834000.0,1943000,1949000
TUN,3635000.0,3899000.0,3873000.0,3874000.0,4246000.0,4313000.0,4530000.0,4498000.0,4546000.0,4683000.0,5066000.0,5601000.0,5790000.0,6287000.0,6492000.0,6986000.0,7293000.0,7729000.0,8079000.0,8385000.0,8971000.0,9060000.0,9522000.0,9880000.0,10346000.0,10914000.0,11299000.0,11451000.0,11430000.0,12825000.0,13107000.0,13236000.0,13285000.0,13307000.0,14096000.0,14762000.0,14799000.0,15370000.0,16620000.0,16711000.0,16845000.0,17947000.0,17314000.0,17988000.0,18726000.0,19409000.0,20226000.0,19637000.0,20368000.0,21052000.0,21264000.0,22251000,22823000
TUR,56830000.0,58624000.0,59497000.0,62686000.0,64604000.0,65648000.0,68379000.0,69952000.0,71100000.0,73790000.0,75179000.0,76384000.0,75677000.0,77920000.0,83066000.0,88527000.0,89689000.0,93324000.0,99453000.0,99408000.0,100201000.0,102073000.0,103960000.0,110189000.0,117983000.0,111436000.0,115314000.0,118659000.0,114237000.0,125149000.0,126464000.0,127316000.0,132242000.0,128796000.0,135105000.0,138539000.0,135443000.0,142009000.0,145408000.0,149404000.0,143832000.0,147408000.0,153877000.0,154477000.0,155663000.0,156993000.0,155043000.0,158375000.0,159621000.0,160592000.0,168384000.0,175040000,180603000
